,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
16845,twenty one pilots,march to the sea,2009,pop,land die step die breath fall line stranger feet look leave right fall line look anymore cause raindrop heaven forbid fall line time year line ocean walk right fall asleep near land ocean grave sand question fall line corner spaceship hear voice inside head follow instead follow instead follow instead follow wag start inside head counterpart emotionless marchers chant phrase line start sand eye focus land voice inside head say follow instead follow instead follow follow instead follow instead follow instead follow instead follow instead seal door want march anymore realize line dead follow instead place start march,98,0.000619195050593,0.6852737786354192,0.0006191950786178,0.0606290265346869,0.0006191950510182,0.000619195050268,0.0006191950536724,0.0006191950902659,0.0006191950704097,0.0006191951234653,0.0301031156246745,0.060709964935322,0.0006191951278648,0.0006191950660222,0.1411326139578705,0.0006191950475665,0.6837430954186072,0.6540778914442478,0.4748990711838064,1.153846153846154e-05,0.1292250618301731,0.4964807709710252,violence,0.1571428571428571
17616,the lumineers,dead sea,2012,pop,stand platform vain puerto ricans play salsa rain open doors manual lock fast food park lot head york lie need truth need somebody need trust gamble like dead tell like dead sink lord like dead whoa like dead finest word say lyric commercial,43,0.001644736856363,0.3954015104439199,0.0016447369028644,0.0016447368459417,0.1290073378665598,0.035291179039206,0.0016447368528329,0.070971396929233,0.0016447370314726,0.0016447372891617,0.061880430068922,0.0016447368898268,0.0016447368463921,0.1202618171406792,0.0016447369301846,0.0333403285697154,0.7054045272392505,0.6296438735481885,0.8132528245510288,5.779352226720648e-06,0.4620774938169827,0.3192980601596366,violence,0.1142857142857142
18034,kid ink,money and the power,2013,pop,money power want cause money power want cause go hard long drop morning poppin wanna roll roll away dream dreamin bout gold tell wanna shine gotta scene walk right door nigga repeat double flow vibrate build ring phone wait smoke clear fall goin hard tictac tacky motherfuckers life bitch bitch go hard long yeah drop morning go hard long go hard long mamoney power little wanna cause ready ready tell bring level high phone foes cause dough fold forget plan leavin close close barely grind team everybody look like parade come hand feet grind stop party fund pray loud burnin rubber need slow go hard long yeah drop morning go hard long go hard long mamoney power little wanna cause monmoney power little wanna monmoney power little wanna fuckin know go bottle hand pocket dough go hard long yeah drop morning go hard long go hard long,147,0.0004244482332691,0.0004244482505301,0.0004244482743178,0.1223814750999944,0.0384897410172426,0.1284961373138884,0.0004244482379738,0.0004244482431108,0.3069891095615939,0.0004244482439215,0.0568834887212034,0.0425863770000353,0.0004244482284167,0.0004244482338542,0.0261331712672359,0.1123780966007406,0.5451099317664898,0.7662743891495525,0.0272078586424283,7.783400809716599e-05,0.3394476504534212,0.6836738044271251,obscene,0.1
18693,tyga,ice cream man,2015,pop,like fuck suck suck fuck cream chunky monkey like fuck suck suck fuck cream chunky monkey like twirly swirly vanilla coupe like sugar cone seat take roof marshmallow booty like sprinkle cream song ridin like fuck suck suck fuck cream chunky monkey cream chunky monkey money hungry hungry hippos wanna diamonds clear giuseppes shit ugly ghetto gutter sugar butter mama brother yeah hustler wanna fuck suck rush cream ball summer boys wanna cool cause need runners tell condoms doin fuckin like fuck suck suck fuck cream chunky monkey like fuck suck suck fuck cream chunky monkey like twirly swirly vanilla coupe like sugar cone seat take roof marshmallow booty like sprinkle cream song ridin banana clip bandana tie head bandana bread gettin like mode instagramming gold like fuck suck suck fuck giuseppes shit ugly saint paint ferrari baby lick caramel bath camo come army wanna fuck suck think sunday monday busy wednesday country club jumpin tell niggas bungie tell check number jumpin like fuck suck suck fuck cream chunky monkey like fuck suck suck fuck cream chunky monkey like twirly swirly vanilla coupe like sugar cone seat take roof marshmallow booty like sprinkle cream song ridin,196,0.0162005858547561,0.0005980861539247,0.0005980861329312,0.0005980861283283,0.0169521398844239,0.0172370420603919,0.0005980861290557,0.0005980861520935,0.6124156487408822,0.0518905032328631,0.0770106879199898,0.0005980861391522,0.0005980861790479,0.1115349677325501,0.0005980861418257,0.0005980861264205,0.9101050579443304,0.80975822372638,0.1676698470580793,0.0,0.3775762572135202,0.6706603849890006,obscene,0.0714285714285714
18820,drake,energy,2015,pop,lickwood mean rewind gunshot mean forward request rewind yeah turn yeah look enemies enemies people tryna drain energy tryna wave nigga fuckin pray nigga girls real life tryna fuck fuck goin online real shit poppin family niggas leave mortgage thirty million total niggas fuckin niggas gotta like like actin days fuck niggas life yeah enemies enemies people tryna drain energy tryna wave nigga fuckin pray nigga people talkin like fuck buy purse buy truck buy house buy mall buyin shit sure track bitch askin code wifi talk timeline picture friends tell friends exgirl female version strippers life virgins hear everybody talkin bout high hop niggas money court niggas free bout uber hear fairy tales bout enemies enemies people tryna drain energy tryna wave nigga fuckin pray nigga fuck niggas finish wanna hear wanna whoa real ones livin past road real ones tryna tell enemies enemies time somethin wrong memory tryna away nigga tire savin niggas mayne yeah enemies enemies people tryna drain energy tryna wave nigga fuckin pray nigga,169,0.0004537205107316,0.0004537205218261,0.1073933110031324,0.0004537205392141,0.0480301660426852,0.0004537205420051,0.0004537205100322,0.0004537205513368,0.735433258811258,0.000453720538994,0.0004537205439507,0.0004537205220226,0.0470816338724644,0.000453720527492,0.0166937033226607,0.0004537205288251,0.7378966749702156,0.7081250160244084,0.3303206127716995,0.0,0.5640972794723825,0.5715581908063595,obscene,0.0714285714285714
20047,gucci mane,ice (feat. gunna & lil baby),2019,pop,walk talk days days days think things forget time lover think risk days days days afraid live life song lose long days corner stone count time quarter tone friend believe want days corner stone count time quarter tone till friend confront failure aware,43,0.0014619883127133,0.0014619883651102,0.6099695650067227,0.0014619884596513,0.0014619883059887,0.001461988313782,0.0361611575930465,0.1154683123687343,0.0014619883331917,0.0354560890206141,0.1098666788528411,0.0014619883263395,0.0014619883068694,0.0014619883218685,0.0014619883704835,0.0014619883046298,0.8656991227120113,0.7732482116760249,0.1937742909380431,0.0,0.3713932399010717,0.5205055453183323,world/life,0.0142857142857142
20654,ray price,ice cold heart,1958,country,cold cold cold wish know like morning go away wonder dear gonna stay away pretty rainbow remind remember dear lips warm say awful cold cold heart instrumental morning go away wonder dear gonna stay away pretty rainbow remind remember dear lips warm say awful cold cold heart,47,0.001223990238433,0.0012239902824222,0.0012239902958252,0.0012239902362215,0.001223990221873,0.0012239902424655,0.3285896092968952,0.001223990345186,0.0012239902242247,0.0012239902747924,0.0012239903223195,0.0012239902413827,0.0012239902110246,0.0730793871787108,0.4494546180215085,0.0833929124887341,0.6100942272284199,0.6751788323975079,0.6606422295604715,0.0001012145748987,0.9361088211046992,0.4804642547394872,sadness,0.8857142857142857
20960,hank thompson,cryin' in the deep blue sea,1960,country,go baby say stay away cause wire flat tire alettin go look ocean cryin deep blue think baby goodbye go know card repeat leave weep moan nothin doggone blue flip walkin shoe repeat instead tear shed mornin tear shed night cry gosh baby sight repeat look ocean lord deep wide baby go hang little head cry repeat ocean cryin deep blue,61,0.0957965558744007,0.0010526316428686,0.0010526316053607,0.0384741664686087,0.0010526315838239,0.0693768949247121,0.0221922734277803,0.0010526316687366,0.111314924711273,0.0807178378909914,0.1232408022241688,0.0010526316468804,0.0010526315995338,0.001052631655862,0.3083065606491307,0.0538807069496168,0.7140690999675079,0.6503345896469501,0.871485814744794,0.0,0.81760098928277,0.7417336757664503,sadness,0.8571428571428571
21702,marty robbins,there's power in the blood,1963,country,free burden power blood power blood evil victory wonderfull power blood power power wonder work power blood power power wonder work power precious blood whiter wither snow power blood power blood stain lose life give flow flicker power blood power power wonder work power blood power power wonder work power precious blood service power blood power blood lift praise sing wonderfull power blood power power wonder work power blood power power wonder work power precious blood,76,0.0008223684219086,0.3283329869143714,0.0474670052859981,0.0008223684329142,0.0008223684210527,0.0924096869166116,0.0008223684225372,0.0803950857701197,0.0008223684869555,0.0260702933051211,0.0008223684295015,0.0008223685047421,0.0293543783018846,0.0008223684213333,0.0008223684418173,0.0008223684211238,0.7248998158778296,0.5690587903494602,0.3945777053993026,0.0,0.7495877988458366,0.4694528998303049,violence,0.8142857142857143
21703,marty robbins,the sea and me,1963,country,kees lonely company tide come go like tradewinds come someday think solitude hold away go moments dark beach secret randezvous brakers play sand bring home wind go moments dark beach secret randezvous brakers play sand bring home wind,38,0.0020242916682788,0.0020242915595338,0.0020242915768375,0.0020242915301344,0.002024291498885,0.0020242916134352,0.0020242918816047,0.0020242918175849,0.0020242915863705,0.3556296214031004,0.0020242915690033,0.341265017724982,0.0020242915066923,0.00202429168074,0.1831588246625281,0.0895821622004919,0.3696523340192786,0.5184985770325359,0.9176706000708836,0.0003522267206477,0.1683841714756801,0.1441174138771901,music,0.8142857142857143
23900,jonathan edwards,cold snow,1971,country,cold snow ablowin want stranger wake hours sleep hurry fasten boot strap baby pull wool shinin white cover grind shinin white cover grind sing write letter song song warm winter dream send cold time acomin know hear sound shin white cover grind shin white cover grind cold snow ablowin want stranger wake hours sleep hurry fasten boot strap mama pull wool shin white cover grind,65,0.0219173787937028,0.3810428437474397,0.0009930486871725,0.0237844049689297,0.0009930486641465,0.0202580789153649,0.0009930486844207,0.0009930487229644,0.0009930486811887,0.2469550265918039,0.1128160238279191,0.1422605377085789,0.0009930486942762,0.0009930486704388,0.0009930486961167,0.0009930486838198,0.5245315715368787,0.521806014921929,0.6777105197896787,0.0,0.6145919208573783,0.3913723832015574,violence,0.7
24739,the doobie brothers,daughters of the sea,1974,country,autumn breeze blowin east shift breeze peace hear hear sing hear voice ring dizzy dancin golden ladies eye fool silver shoreline wave come crashin like spider weavin silken net finger sway silhouette hear hear sing hear voice ring spin turn moonlit madness round burnin bright risin higher lightin starry night hear hear sing hear voice ring hear hear sing hear voice ring,62,0.001223990238754,0.0012239902756353,0.0012239902191135,0.0012239902284741,0.0012239902081663,0.0012239902081507,0.0012239902364127,0.001223990322318,0.0750113209193553,0.5986229860636477,0.0012239903018723,0.285354983542587,0.0226508556593187,0.001223990290648,0.0012239904123321,0.001223990209081,0.5061193544893319,0.5424454529138784,0.223894803107232,0.005910931174089,0.414674361088211,0.5935809006247241,music,0.6571428571428571
26210,barbara mandrell,love is thin ice,1979,country,easy fall right better know swim ready fallin better careful start callin advice better watch step hard read sign time lose fair care nice easy fall right better know swim ready fallin better careful start callin advice better stick higher grind want learn walkin thing know heart need repair cause easy fall right better know swim ready fallin better careful start callin advice better advice,65,0.001012145758395,0.0010121457981798,0.0010121457990438,0.1086150380603009,0.0010121458020921,0.0010121457893615,0.001012145762494,0.2628593608421222,0.3464908285388938,0.0010121457582778,0.0010121457829916,0.0302902927698616,0.0010121457530028,0.0010121457994463,0.1218822876023314,0.0010121457521197,0.7628073215639554,0.5998769325436504,0.3975897566162215,0.0,0.9649629018961252,0.5795664489221284,obscene,0.5857142857142857
27045,molly hatchet,power play,1981,country,gona feelin blue think lookin river dues reason ask cause power play like yesterday secondguessing shoot allow catch waitin talkin lie eye know miss cause power play know burn bridge good track waste time gona feelin blue think lookin river dues reason ask cause power play like yesterday secondguessing shoot allow cause power play know burn bridge good track waste time cause power play like yesterday secondguessing shoot allow cause power play know burn bridge good track waste time,79,0.0007518797050887,0.0007518797490328,0.0566250248867953,0.0730592272369179,0.0007518797049761,0.0007518797011448,0.0007518797034934,0.1661211087459198,0.3200412727790798,0.0702212516149882,0.000751879721707,0.0724813167553112,0.0007518797132949,0.0007518797358369,0.0007518797312628,0.066410631265697,0.539694573811329,0.6145937491987795,0.1686738641303856,0.1103238866396761,0.7753503709810387,0.7137047723612588,obscene,0.5571428571428572
28394,hank williams,at the first fall of snow,1985,country,talk stranger garment sackled tattered tear tell story sorrow heart go heaven fall snow speak dear baby girl love footstep love curl go heaven year angels come fall snow hold caress gaze whisper baby wait know bring fall snow listen eye fill tear know happier years frail body tremble speak soft baby fall snow pat shoulder feel hide couldn know cry inside smile part cause know lose baby fall snow,70,0.1089237285352613,0.0008920607199163,0.0008920607020804,0.000892060687811,0.0008920606641421,0.0008920606702759,0.1048285110261732,0.1229755950348291,0.0008920606824216,0.1885271354886479,0.000892060688599,0.0768549294290646,0.0008920606844587,0.0281740550637125,0.3590113170534523,0.0008920607847187,0.5970973681360339,0.5024998077070995,0.8825300025401633,0.0,0.3734542456718879,0.2051803820099286,sadness,0.5
32134,johnny cash,sea of heartbreak,1996,country,light harbour shine like lose ship adrift heartbreak lose loneliness memories caress divine wish dear tear heartbreak lose fail leave sail sail shore arm come rescue come away heartbreak,29,0.0025062660691681,0.0025062657589753,0.0025062657481415,0.0025062656879991,0.0025062656641606,0.0025062656648736,0.0775162001424568,0.0025062657115009,0.0025062657259342,0.0025062657412514,0.0025062657088841,0.4362345907090411,0.0025062657149358,0.0025062658706452,0.3471696274110783,0.0025062656687153,0.3003357521932199,0.7120734302489552,0.2329309567579887,1.902834008097166e-05,0.8917971970321517,0.5915788360957819,sadness,0.3428571428571428
33660,don gibson,sea of heartbreak,2001,country,light harbor shine like lose ship adrift yeah heartbreak lose loneliness memories caress divine wish dear tear heartbreak lose fail leave sail yeah heartbreak lose loneliness memories caress divine wish dear tear heartbreak sail shore arm come rescue come away yeah heartbreak lose loneliness memories caress divine wish dear tear heartbreak heartbreak yeah heartbreak heartbreak heartbreak,56,0.0015037596236235,0.0015037594417881,0.0015037594484361,0.0015037594114151,0.1157894736855792,0.001503759398797,0.1079168007791277,0.0015037594214915,0.0015037594297296,0.0015037594469868,0.0015037594211442,0.2402742305686411,0.0015037594267244,0.0015037595013931,0.4167594562286957,0.0015037594007768,0.572186721542294,0.6794092762095223,0.4236942004961853,4.51417004048583e-05,0.726916735366859,0.5865736747734263,sadness,0.2714285714285714
35925,rosanne cash,sea of heartbreak,2009,country,light harbor shine like lose ship adrift heartbreak lose loneliness memories caress divine wish dear tear heartbreak lose fail leave sail heartbreak lose loneliness memories caress divine wish dear tear heartbreak sail shore arm come rescue come away heartbreak lose loneliness memories caress divine wish dear tear heartbreak heartbreak lose loneliness memories caress divine wish dear tear heartbreak heartbreak heartbreak,60,0.0014619885131774,0.0014619883426394,0.001461988352106,0.0014619883162719,0.0014619883040937,0.0014619883043565,0.1335035399798208,0.0014619883250782,0.0014619883322012,0.0014619883510909,0.0014619883247637,0.2273302869989324,0.0014619883308742,0.0014619883957964,0.5031727235519589,0.0014619883061342,0.6079280840463556,0.7199189805912365,0.7479917148511194,2.520242914979757e-05,0.5599752679307503,0.567554061748475,sadness,0.1571428571428571
36315,zac brown band,where the boat leaves from / one love,2010,country,place boat leave take away problems worry drop blue ocean gotta away boat leave sand shade banana tree drink cold reggae know place away boat leave take away problems worry drop blue ocean gotta away boat leave problem perfectly good island ride float grab coat need go away boat leave take away problems worry drop blue ocean gotta away boat leave pick pick pick sand cool fall stool sleep till morning come ladies pina colodas songs play song want hear soft tropical lips singin away boat leave take away problems worry drop blue ocean gotta away boat leave away boat leave take away problems worry drop blue ocean gotta away away boat leave take away problems worry drop blue ocean gotta away boat leave pick pick gotta pick pick,129,0.0005159958893593,0.0005159958895796,0.0005159958806024,0.0005159958854218,0.0005159959329167,0.0579673359181036,0.014153643897905,0.000515995891343,0.0005159959160029,0.1199326996182385,0.2819174629083815,0.0005159959020086,0.0005159958780424,0.0005159958797325,0.3280271650190104,0.0005159959182685,0.4703779919852703,0.7548650103838166,0.1224890788042959,0.0,0.7207337180544104,0.8378327731556782,sadness,0.1428571428571428
36825,krizz kaliko,damage (feat. snow tha product),2012,country,wrong kill motherfucker yeah wrong feel fuck disrespect fuck fuck kill people rid go fuck shit fight break light slow life know life span sleep step dig join jeffer pretend number contender juice like blender bust crime offender open tender proper referee legacy best best guess guess break sixteen clean miss thing glisten pristine listen damage damage damage difficult booin cause ruin damage damage damage damage damage difficult booin cause ruin damage look snow white step bitch sit finna fuck dead mexican wreckin like drink truck say best statement question fuck say habitual liar comin shit luck come damage like understand hard decode eye play possibly crazy nut monstrosities constantly mind bitch damage average kill sammich spittin spanish mami anda cien ahora contra compra mato mato friends damage damage damage difficult booin cause ruin damage damage damage damage damage difficult booin cause ruin damage people people evil people evil peep leave steeple mean bust little tryna vittles lunch goin think sequel genius wasn equal people see teekel leakin get beat repeatedly repeat frequency guess speak damage damage damage difficult booin cause ruin damage damage damage damage damage difficult booin cause ruin damage,192,0.0005599104297766,0.1531036588131129,0.0005599104729115,0.0005599104379597,0.0116486565866922,0.0113498702364296,0.0005599104187655,0.2317940604046636,0.4632561291607519,0.0005599104513076,0.056334523722383,0.000559910468592,0.0377356409558972,0.0005599104399857,0.0005599104409984,0.0286184452660507,0.5613560056319723,0.801810117170474,0.3514049712901318,0.0,0.7938994229183842,0.9069039994041854,obscene,0.1142857142857142
37177,alan jackson,there is power in the blood,2013,country,free burden power blood power blood evil victory wonderful power blood power power wonderworking power blood power power wonderworking power precious blood free passion pride power blood power blood come cleanse calvary tide wonderful power blood whiter whiter snow power blood power blood stain lose lifegiving flow wonderful power blood,50,0.0015037594690568,0.495086711104275,0.0015037594155021,0.001503759400251,0.0015037593984963,0.0015037593985555,0.0015037593984963,0.0015037594015943,0.001503759431913,0.0015037594858746,0.0015037594099514,0.0015037594429265,0.0832194758881496,0.0015037593984963,0.0015037594073201,0.0015037593984963,0.7498104624715695,0.662590057175089,0.5722887271975173,3.0263157894736843e-06,0.6712695795548227,0.413395093019922,violence,0.1
37492,kenny chesney,coconut tree (with willie nelson),2013,country,eye indispose disguise know hide face lie snake disgrace boil heat summer stench neath black look dead cream hear scream black hole come away rain black hole come come come stutter cold damp steal warm wind tire friend time go honest long snake shoe walk sleep youth pray heaven send hell away sing like anymore black hole come away rain black hole come come black hole come away rain black hole come come black hole black hole come black hole black hole come black hole black hole come black hole black hole hang head drown fear till disappear black hole come away rain black hole come come black hole come away rain black hole come come black hole black hole come black hole black hole come black hole black hole come black hole black hole come black hole black hole come black hole black hole come come,147,0.1459451324903821,0.6851655421323114,0.0003898635607819,0.010173678592586,0.000389863548166,0.0003898635516231,0.0003898635599801,0.0003898635845104,0.0003898635571513,0.053678536161938,0.0003898635846406,0.0003898635670908,0.0003898635612524,0.0003898635614165,0.0650906319901646,0.0003898635683003,0.8267085454348533,0.6485911340153321,0.7590359026464886,0.0001730769230769,0.7938994229183842,0.3873682541436729,violence,0.1
38593,langhorne slim,sea of love,2016,country,know bear good shin feel build boat sail swear fail sail hand swim clothe watch wave water rise build boat sail swear fail sail hand know bear good shin feel build boat sail swear fail tear hand,37,0.0015037594183183,0.363431726987142,0.0015037594329244,0.0015037594108069,0.0015037594045153,0.0015037594294087,0.0015037594680596,0.0737533073399639,0.001503759458928,0.0015037594023661,0.0015037595018291,0.1399653700195789,0.0608427083473275,0.0015037594700401,0.0015037594987002,0.12181073712826,0.5158669988086212,0.6377458144245314,0.9076304293478208,0.0006204453441295,0.3013190436933223,0.2722495437294938,violence,0.0571428571428571
39400,caylee hammack,family tree,2019,country,sister smoke camels county week clean sneak smell like nocotine momma burn chicken tupperware party tonight daddy asleep chair blare stats halftime whoaohohohoh real life real funny whoaohohohoh money sing little higher hang want stay home matter cause root deep gonna shake family tree whoaohohohoh whoaohohohoh grandma sell maytag dryer post uncle bail hang laundry till snow hell cousins like sunday drive roll luck lunch high school high whoaohohohoh real life real funny whoaohohohoh money sing little higher hang want stay home matter cause root deep gonna shake family tree gonna shake family tree whoaohohohoh whoaohohohoh problems everybody alright plan plan gettin problems hell sing little higher hang want stay home matter cause root deep gonna shake family tree gonna shake family tree whoaohohohoh real life real funny whoaohohohoh money gonna shake family tree whoaohohohoh root deep whoaohohohoh nothin nothin gonna shake gonna shake family tree,146,0.0004873294388586,0.0004873294557675,0.0347986068375749,0.0206513099578545,0.0004873294556776,0.1007240092658711,0.0004873294374336,0.0004873294517947,0.3434731520285855,0.0625401473375905,0.0956493963698743,0.0725249111297978,0.1226084147920494,0.0091787509658246,0.0004873294584169,0.0004873294697437,0.67507852269035,0.7959900520472784,0.015360457189214,0.0021356275303643,0.531121187139324,0.8548503216516872,obscene,0.0142857142857142
39770,ella fitzgerald,between the devil and the deep blue sea,1953,blues,want hate lose devil deep blue forgive cause forget devil deep blue oughta cross list come knockin door fate heart twist come run hate guess devil deep blue oughta cross list come knockin door fate heart twist come run hate guess scat interlude devil deep blue,46,0.0746986538121419,0.473511695833942,0.0013495277499137,0.0013495276814988,0.0013495276709949,0.0013495276684066,0.0013495276730203,0.00134952778898,0.0013495277117807,0.1220204593666706,0.0013495277133104,0.0013495276833994,0.0013495276696009,0.0013495276755299,0.2815332052602421,0.001349527666981,0.4779594931224954,0.7954516319257492,0.7630519709357139,0.0,0.832028029678483,0.4674508353013627,violence,0.9571428571428572
40047,aretha franklin,he will wash you white as snow,1956,blues,accord unfailing accord great compassion blot transgressions accord unfailing accord great compassion blot transgressions create clean heart restore salvation create clean heart restore salvation sacrifice break contrite heart sin sacrifice break contrite heart sin create clean heart restore salvation create clean heart restore salvation white snow white snow white snow white snow create clean heart restore salvation create clean heart restore salvation,62,0.0019493177387916,0.4035087017782397,0.001949317743075,0.001949317738803,0.0019493177388138,0.0019493177483904,0.0019493177745962,0.0019493177387916,0.0019493177737232,0.1178414355942615,0.0019493178151199,0.0019493177782554,0.0872912368344949,0.0019493177387916,0.3621188595106851,0.0019493177387916,0.4844579226686885,0.7661461938825218,0.9899598292769372,6.427125506072874e-05,0.6022258862324814,0.5315169002275146,violence,0.9142857142857144
40312,woody guthrie,put your finger in the air,1958,blues,finger finger finger hold right finger finger cheek cheek finger cheek cheek finger cheek leave week finger cheek cheek finger nose nose finger nose nose finger nose grow finger nose nose finger finger finger leave year finger finger finger finger finger finger finger finger finger leave linger finger finger finger,50,0.0014619883231705,0.881323824015958,0.0014619883533745,0.0014619884510232,0.0014619883216584,0.0014619883193493,0.0014619885854933,0.0014619883438233,0.001461988374302,0.0014619884239438,0.0938223739217098,0.0014619883217029,0.001461988309367,0.0014619883397179,0.0014619883760386,0.0014619883044947,0.539694573811329,0.5222931569366458,0.9869477780600182,0.4635627530364372,0.6259274525968672,0.200175220687573,violence,0.8857142857142857
41743,nina simone,july tree,1965,blues,true seed autumn grind true seed autumn grind true deep winter white snow true deep winter white snow long grow know true bud know true bud fair true bloom world true bloom world bloom high july tree,37,0.0018796992965522,0.0941280517824268,0.1008091967864697,0.0018796993633728,0.0018796992619916,0.0018796992851157,0.3356732673279413,0.0018796994613443,0.0018796992943301,0.1172188134405452,0.0018796993101923,0.3258548802960769,0.0018796992952446,0.0018796992939784,0.0018796993385067,0.0018796992566102,0.2992526806021878,0.5662384944747839,0.9327308561554782,0.0046356275303643,0.1714756801319043,0.184158704456035,romantic,0.7857142857142857
42395,status quo,ice in the sun,1968,blues,little live love touch underneath floor like melt away come melt away like melt away chair read book couldn care room look like melt away come melt away like melt away open eye speak look weak eye bigger think anymore like melt away come melt away like melt away like melt away come melt away like melt away,58,0.0746469157734983,0.1339891704008619,0.0011695908407275,0.0011695906528393,0.0011695906432956,0.0226599341530868,0.040776426085492,0.0011695907264358,0.0011695906761619,0.0011695906753322,0.0011695907107715,0.0011695907125619,0.0011695906732114,0.2639576689714191,0.4487652057186813,0.0011695906454478,0.339326329470378,0.8172961054277875,0.0010632540795723,0.0,0.7938994229183842,0.7167078691546722,sadness,0.7428571428571429
42666,steppenwolf,power play,1969,blues,word music give right stand tell tell give power stop livin like remember plan stay away bite hand feed time like clever lie tire freeze smile voice gang turn knob remember plan stay away bite hand feed end power play grind like giant millstones tween jealous greed vicious hate fate time head know awake dark know longer blind breakin strangle hold mind need cross street careful pushin round obsolete remember plan stay away bite hand feed music right control administer corporation america,82,0.0008354219040934,0.3426177955781914,0.1762973870651945,0.0881385988933041,0.0008354219524461,0.0008354219117596,0.0008354219768761,0.0899859816766697,0.0008354219620644,0.0584962970652184,0.0369478323474743,0.0008354219309452,0.0008354219012762,0.0326538034299248,0.1278730711255456,0.0008354218898901,0.4064767681143725,0.5843396661795246,0.6275096661743637,0.000408906882591,0.5280296784830998,0.6516407719640491,violence,0.7285714285714285
43235,jeff beck,ice cream cakes,1972,blues,cream cake lollipops babe sweet cream cake lollipops babe sweet nice love somebody somebody like yeah lord tell lips taste romance drive babe gonna share nice love somebody somebody like burnin desire soul know fill lord guess wanna girl woah woah cream cake lollipops baby sweet cream cake lollipops babe sweet nice love somebody somebody like yeah yeah,58,0.1475389998879653,0.0011961722882276,0.0011961722895088,0.001196172250788,0.0707444231159062,0.0501767623446278,0.3204111425247404,0.0011961724809439,0.0011961723049096,0.0011961722704041,0.0011961723200441,0.0011961722767925,0.0011961722629377,0.2086901402615972,0.0011961723111095,0.1399428218224013,0.3869814794757933,0.6637950926851779,0.2018064275164935,0.0224696356275303,0.7805028854080791,0.7026934174520766,romantic,0.6857142857142857
43315,aretha franklin,first snow in kokomo,1972,blues,snow kokomo indiana highway kokomo funny friend name slip bump head ooooops pick ask nose turn snow kokomo learn blow horn feel right snow kokomo play bass learn play applegate discover coronet right away expect baby kinda blue snow kokomo bass away away wonder applegate learn play blow horn baby name bear pretty little baby get ready things right right snow snow kokomo snow kokomo snow kokomo,67,0.0712930974955741,0.0011198208713358,0.0556965026222941,0.1083938883821328,0.0011198208385231,0.0011198210460183,0.0011198208288442,0.0011198209267507,0.0011198208750252,0.3273182606062214,0.3190299188415777,0.0011198208808699,0.0011198209871587,0.0011198209036714,0.1037106603362795,0.0011198210550229,0.4443842738004983,0.5448811629874625,0.9688754707585048,1.2246963562753035e-06,0.1622011541632316,0.0745456714964471,music,0.6857142857142857
43581,blue öyster cult,baby ice dog,1973,blues,bitch lie deceit give chill baby baby say mongolian country lilies shoot free astoning mountains intent clear clear cave numb assist baby go cold cold cold grind say baby break turn like break hound cross bind lower station cross baby cross baby ladies fear mongolian face know involve unnatural act cold cold stare like black know know like come mind freeze baby freeze freeze freeze bone bone freeze freeze freeze freeze freeze freeze bone freeze freeze freeze freeze,78,0.172072463012486,0.6848224164651974,0.0008354219126339,0.0008354219060552,0.0008354218953834,0.000835421895834,0.000835421897689,0.000835421976047,0.0644742644715837,0.0008354219063051,0.0491670281755028,0.0008354219175686,0.0177679209964493,0.0008354219716329,0.0008354219275058,0.0008354219893733,0.5386115022202967,0.6982027023562289,0.072589430310673,1.2955465587044532e-05,0.6908491343775762,0.6746645140468851,violence,0.6714285714285714
43833,jethro tull,skating away (on the thin ice of the new day),1974,blues,year belong stand pant undo cause breed humanity sell society present million generations remove expectations want skate away skate away skate away push shore turn head peace choose stay live things cross wilderness spin emptiness pray look sign universal mind write passion play skate away skate away skate away cross circle line wall creak rabbit silver splinter corner shin set feel story damn real present tense everybody stage like person sit audience skate away skate away skate away skate away skate away skate away,84,0.0010319917456116,0.1552984577036729,0.135327343287753,0.0010319918252296,0.0010319918792269,0.0010319917592434,0.0010319917458189,0.0010319917958503,0.1513204836207674,0.0010319918518601,0.0010319918326295,0.1362083555515084,0.00103199188853,0.0010319917984586,0.3831700924189508,0.001031991836449,0.3599046896999892,0.5467528138861113,0.2620474518548714,0.0,0.7073371805441054,0.3673476088542505,sadness,0.6571428571428571
45022,jethro tull,north sea oil,1979,blues,black viscousbound cure blue lethargy sugarplum petroleum energy payments need small reprieve believe want north north newfound wealth sit shelf yesterday hotair balloon inflation soon riggers diggers shallow grave save crave north north price boom aberdeen london years fear erase frown nuclearthe better pray want stay north north north,49,0.0029239766327612,0.1878994746673714,0.5295406785026389,0.0029239767329549,0.0029239771428053,0.0029239766825176,0.0029239766246098,0.002923976773991,0.0029239767197628,0.1164002440648343,0.0029239768966659,0.002923976666893,0.0029239766626593,0.0029239766083441,0.0029239767347454,0.0029239766094669,0.6122603704104842,0.6767428146552829,0.0141556367024464,5.607287449392713e-06,0.8866446826051113,0.7717646437005838,world/life,0.5857142857142857
